Date,sexe,identifiant,date_diplome,filiere,nationalite_francaise,nationalite,remuneration_annuelle_brute,prime,remuneration_prime,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
20/02/2023 12:44,Femme,1788970875470830.0,2021,Matériaux (MAT),Non,Marocaine,,,,,,
20/02/2023 12:37,Femme,1769089983588510.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
20/02/2023 12:18,Femme,1776166918891870.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,30000.0,Oui,31000.0
20/02/2023 12:11,Homme,1876621281945100.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,38000.0,Non,38000.0,,,
20/02/2023 12:07,Femme,1776167061708890.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
20/02/2023 11:57,Homme,1767650767951450.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,31000.0,Non,31000.0
20/02/2023 11:47,Femme,1789245951709390.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
20/02/2023 10:43,Homme,1768183678697820.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,20088.0,Non,20088.0
20/02/2023 09:53,Homme,1799284447124130.0,2020,Microélectronique Et Automatique (MEA),Non,Tunisienne,39000.0,Oui,45000.0,,,
20/02/2023 08:07,Homme,1788918782266590.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,37800.0,Non,37800.0,,,
19/02/2023 22:39,Homme,1789470186881510.0,2020,Mécanique et Interactions (MI),Oui,,34000.0,Oui,36000.0,,,
19/02/2023 21:50,Homme,1776551716488150.0,2021,Matériaux (MAT),Oui,,47000.0,Oui,49000.0,,,
19/02/2023 21:39,Femme,1793838194820330.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,33000.0,Non,33000.0,,,
19/02/2023 21:14,Femme,1788639865433410.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,26400.0,Oui,30000.0,,,
19/02/2023 14:04,Homme,1776106790932630.0,2021,Microélectronique Et Automatique (MEA),Oui,,33000.0,Oui,33000.0,,,
19/02/2023 13:28,Homme,1776019599331780.0,2022,Microélectronique Et Automatique (MEA),Oui,,32000.0,Oui,33000.0,,,
19/02/2023 13:25,Homme,1798487180756620.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,,,,,,
19/02/2023 07:33,Homme,1788460155174270.0,2020,Systèmes Embarqués (SE - apprentissage),,,,,,,,
18/02/2023 19:01,Homme,1782332270006630.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/02/2023 17:58,Homme,1783429211757400.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/02/2023 17:30,Homme,1782392903986310.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,36000.0,Oui,40000.0,,,
18/02/2023 15:58,Homme,1783551727452290.0,2022,Microélectronique Et Automatique (MEA),Oui,,40000.0,Oui,43000.0,,,
18/02/2023 15:01,Homme,1782779356697980.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,55000.0,Non,55000.0,,,
18/02/2023 13:18,Homme,1803013677885640.0,2021,Microélectronique Et Automatique (MEA),Oui,,32000.0,Non,32000.0,,,
18/02/2023 13:03,Homme,1798760222320800.0,2022,Microélectronique Et Automatique (MEA),Oui,,32000.0,Non,32000.0,,,
18/02/2023 11:09,Homme,1798753161154250.0,2020,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/02/2023 11:07,Homme,1794775550865920.0,2021,Systèmes Embarqués (SE - apprentissage),,,42000.0,Oui,55000.0,25000.0,Oui,32000.0
18/02/2023 10:52,Homme,1783174101378910.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,43000.0,Oui,49000.0,37000.0,Non,37000.0
18/02/2023 10:47,Homme,1794034499787670.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,36000.0,Non,36000.0,30000.0,Non,30000.0
18/02/2023 10:29,Homme,1775713375394750.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,36000.0,Non,36000.0,,,
18/02/2023 10:25,Homme,1775865280286940.0,2021,Microélectronique Et Automatique (MEA),Oui,,,Oui,,,,
26/01/2023 20:27,Homme,1768556234866690.0,2020,Matériaux (MAT),Oui,,,,,,,
18/02/2023 09:01,Femme,1783045827517810.0,2022,Sciences et Technologies de l'Eau (STE),,,23600.0,Oui,27000.0,,,
17/02/2023 19:21,Homme,1789022859354490.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,37000.0,Oui,42000.0,,,
17/02/2023 19:14,Homme,1775264588492900.0,2021,Informatique et Gestion (IG),Oui,,,,,,,
17/02/2023 18:44,Femme,1793990180098860.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,32400.0,Oui,35400.0,,,
17/02/2023 17:55,Femme,1893834515466240.0,2021,Eau et Génie Civil (EGC - apprentissage),,,,,,,,
17/02/2023 17:44,Homme,1789139065168450.0,2022,Informatique et Gestion (IG),Oui,,,,,22000.0,Oui,24500.0
17/02/2023 16:55,Femme,1794332572991420.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,28000.0,Non,28000.0,,,
17/02/2023 15:39,Homme,1768381913131040.0,2022,Informatique et Gestion (IG),Oui,,32500.0,Non,32500.0,,,
17/02/2023 15:36,Homme,1782520259462620.0,2020,Informatique et Gestion (IG),Oui,,44000.0,Oui,53000.0,31000.0,Non,31000.0
17/02/2023 14:08,Femme,1882332491754170.0,2021,Sciences et Technologies de l'Eau (STE),Non,Malaisienne,,,,,,
17/02/2023 12:40,Homme,1799416697934880.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,32880.0,Oui,35000.0,,,
17/02/2023 12:27,Homme,1768183497095870.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,41500.0,Oui,52000.0,,,
17/02/2023 11:57,Homme,1767472964490090.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,42000.0,Oui,49900.0,,,
17/02/2023 07:55,Homme,1794034695610840.0,2021,Microélectronique Et Automatique (MEA),Oui,,32000.0,Non,32000.0,,,
16/02/2023 20:54,Homme,1883483808591720.0,2020,Microélectronique Et Automatique (MEA),Oui,,,Oui,,,,
15/02/2023 15:57,Femme,1789420291422310.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,Non,
15/02/2023 08:02,Femme,1882333151509550.0,2020,Mécanique et Interactions (MI),Oui,,35200.0,Oui,43000.0,19747.0,Non,19747.0
14/02/2023 18:31,Homme,1783297983268430.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
27/01/2023 09:22,Homme,1789139176706330.0,2020,Matériaux (MAT),Oui,,36000.0,Non,36000.0,,,
14/02/2023 07:48,Femme,1783045885295520.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,35000.0,Oui,37000.0,,,
13/02/2023 18:37,Femme,1776166982737600.0,2021,Mécanique et Interactions (MI),Oui,,34200.0,Non,34200.0,,,
13/02/2023 18:11,Femme,1798974154596700.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,28858.0,Oui,32000.0,,,
18/02/2023 09:22,Femme,1783483872013320.0,2020,Matériaux (MAT),Oui,,31000.0,Non,31000.0,,,
12/02/2023 14:07,Homme,1767833504256240.0,2020,Mécanique et Interactions (MI),Oui,,42000.0,Oui,45000.0,,,
11/02/2023 18:06,Homme,1782336060520780.0,2021,Microélectronique Et Automatique (MEA),Oui,,38000.0,Oui,40000.0,,,
11/02/2023 18:06,Femme,1782332803576800.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
11/02/2023 16:59,Homme,1875976728047100.0,2021,Mécanique et Interactions (MI),Oui,,36000.0,Oui,37000.0,32000.0,Non,32000.0
11/02/2023 13:39,Homme,1793840447037670.0,2021,Microélectronique Et Automatique (MEA),Oui,,48518.0,Oui,50468.0,,,
10/02/2023 18:48,Ne souhaite pas répondre,1776106872911820.0,2022,Microélectronique Et Automatique (MEA),Oui,,30000.0,Oui,40000.0,,,
10/02/2023 11:48,Femme,1775263820111760.0,2021,Microélectronique Et Automatique (MEA),Oui,,34200.0,Oui,38000.0,,,
09/02/2023 19:30,Homme,1789139125979470.0,2020,Microélectronique Et Automatique (MEA),Oui,,36000.0,Non,36000.0,,,
09/02/2023 18:03,Homme,1776106574024290.0,2021,Informatique et Gestion (IG),Oui,,50000.0,Non,50000.0,35000.0,Non,35000.0
09/02/2023 15:06,Homme,1793744651204510.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,27600.0,Oui,31000.0,,,
09/02/2023 13:59,Femme,1827085733230460.0,2021,Informatique et Gestion (IG),Non,Roumaine,,Oui,,,,
09/02/2023 10:53,Homme,1875270214196200.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,36000.0,Oui,37000.0,,,
09/02/2023 10:47,Femme,1782332987613640.0,2020,Génie Biologique et Agroalimentaires (GBA),,,,,,,,
09/02/2023 08:05,Femme,1775956183971460.0,2021,Microélectronique Et Automatique (MEA),Oui,,31200.0,Oui,36200.0,,,
08/02/2023 19:54,Homme,1776541346524700.0,2021,Informatique et Gestion (IG),Oui,,38000.0,Oui,45000.0,,,
08/02/2023 17:00,Homme,1788522878921020.0,2021,Informatique et Gestion (IG),Oui,,45000.0,Oui,50000.0,,,
08/02/2023 15:17,Homme,1782332138922440.0,2021,Informatique et Gestion (IG),Oui,,73000.0,Non,73000.0,,,
08/02/2023 15:10,Homme,1782529546349580.0,2022,Informatique et Gestion (IG),,,,,,,,
08/02/2023 14:57,Homme,1888742113596450.0,2021,Informatique et Gestion (IG),Non,Camerounaise,,Non,,,,
08/02/2023 14:07,Femme,1875413508815290.0,2022,Matériaux (MAT),Oui,,31200.0,Oui,34000.0,,,
08/02/2023 14:02,Homme,1756662215309860.0,2022,Microélectronique Et Automatique (MEA),Oui,,32670.0,Oui,33000.0,,,
08/02/2023 13:11,Homme,1868316565632230.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,32000.0,Oui,37000.0,,,
08/02/2023 09:41,Homme,1783551660836590.0,2020,Microélectronique Et Automatique (MEA),Oui,,29400.0,Non,29400.0,,,
07/02/2023 21:04,Homme,1883551733053140.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,33000.0,Oui,37000.0,,,
07/02/2023 19:53,Femme,1788922030976540.0,2021,Mécanique et Interactions (MI),Oui,,33300.0,Non,33300.0,,,
07/02/2023 19:39,Homme,1794680862667650.0,2022,Microélectronique Et Automatique (MEA),Oui,,31500.0,Non,31500.0,,,
07/02/2023 15:23,Homme,1793744502773150.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
07/02/2023 14:17,Homme,1767833230934110.0,2021,Mécanique et Interactions (MI),Oui,,,,,,,
07/02/2023 14:15,Homme,1906661711542560.0,2022,Mécanique et Interactions (MI),Oui,,39000.0,Non,39000.0,,,
07/02/2023 13:13,Homme,1776106867791450.0,2021,Mécanique et Interactions (MI),Oui,,36500.0,Oui,38000.0,,,
07/02/2023 12:10,Homme,1868367438963630.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
07/02/2023 11:32,Homme,1789471732111400.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,36000.0,Non,36000.0,,,
07/02/2023 10:33,Homme,1775257671043310.0,2022,Microélectronique Et Automatique (MEA),Non,Marocaine,33600.0,Non,33600.0,,,
07/02/2023 10:10,Femme,1889467657059480.0,2022,Microélectronique Et Automatique (MEA),Oui,,44800.0,Oui,48600.0,,,
07/02/2023 09:36,Homme,1810646140814190.0,2022,Microélectronique Et Automatique (MEA),Non,Marocaine,34000.0,Oui,35000.0,,,
07/02/2023 09:02,Homme,1768183769929160.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,,,,,,
07/02/2023 05:45,Homme,1882332498474700.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,52500.0,Non,52500.0,,,
06/02/2023 22:14,Homme,1767190268463680.0,2021,Microélectronique Et Automatique (MEA),Oui,,42000.0,Non,42000.0,,,
06/02/2023 20:37,Homme,1768549611509780.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
06/02/2023 20:15,Homme,1776695446040510.0,2022,Microélectronique Et Automatique (MEA),Oui,,37000.0,Oui,37000.0,,,
06/02/2023 20:06,Homme,1789139176243790.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,40000.0,Oui,45000.0,,,
06/02/2023 19:53,Homme,1788410731268180.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,34800.0,Non,34800.0,,,
06/02/2023 18:18,Homme,1782714865636150.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,39312.0,Oui,43570.0,,,
06/02/2023 18:12,Homme,1789134608475590.0,2021,Mécanique et Interactions (MI),Oui,,35000.0,Non,35000.0,,,
06/02/2023 17:27,Homme,1868316575186820.0,2022,Eau et Génie Civil (EGC - apprentissage),Oui,,,,,,,
06/02/2023 16:44,Homme,1793786767761630.0,2020,Mécanique et Interactions (MI),Oui,,33000.0,Non,33000.0,,,
06/02/2023 16:22,Homme,1789030792926960.0,2021,Microélectronique Et Automatique (MEA),Non,Italienne,38000.0,Non,38000.0,,,
06/02/2023 16:06,Homme,1783551670984510.0,2020,Mécanique et Interactions (MI),Oui,,,,,,,
06/02/2023 16:06,Femme,1783174162122380.0,2022,Microélectronique Et Automatique (MEA),Oui,,35000.0,Non,35000.0,,,
06/02/2023 15:38,Homme,1876394537750010.0,2021,Microélectronique Et Automatique (MEA),Non,Brésilienne,38000.0,Non,38000.0,,,
06/02/2023 15:04,Homme,1789139006721990.0,2020,Mécanique et Interactions (MI),Oui,,,,,,,
06/02/2023 14:41,Homme,1867472457248930.0,2021,Mécanique et Interactions (MI),Oui,,,Oui,,,,
06/02/2023 13:44,Homme,1982874439967810.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,32500.0,Oui,35000.0,,,
06/02/2023 13:43,Homme,1888459797367970.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,39000.0,Oui,39000.0,,,
06/02/2023 13:21,Homme,1782520328946360.0,2022,Systèmes Embarqués (SE - apprentissage),Non,Italienne,41000.0,Oui,44000.0,,,
06/02/2023 12:53,Homme,1775713768096590.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,32500.0,Oui,32500.0,,,
06/02/2023 12:44,Homme,1793840346963580.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
06/02/2023 12:39,Femme,1867188673642090.0,2022,Microélectronique Et Automatique (MEA),Oui,,32000.0,Non,32000.0,,,
06/02/2023 12:38,Femme,1789086611105750.0,2021,Mécanique et Interactions (MI),Oui,,,,,,,
06/02/2023 11:38,Femme,1883235661705890.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,32028.0,Non,32028.0,,,
06/02/2023 11:37,Femme,1857534014892390.0,2020,Mécanique et Interactions (MI),Oui,,39000.0,Oui,42000.0,,,
06/02/2023 11:30,Femme,1776091883997910.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,34000.0,Non,34000.0,,,
06/02/2023 11:27,Homme,1875976736425980.0,2021,Mécanique et Interactions (MI),Oui,,38000.0,Oui,40000.0,,,
06/02/2023 11:25,Homme,1789583003245020.0,2020,Mécanique et Interactions (MI),Oui,,36000.0,Non,36000.0,,,
06/02/2023 11:22,Homme,1798491360821410.0,2022,Mécanique et Interactions (MI),Oui,,,,,,,
06/02/2023 10:42,Homme,1768549695730200.0,2020,Microélectronique Et Automatique (MEA),Oui,,34000.0,Oui,37000.0,33000.0,Non,33000.0
06/02/2023 10:32,Homme,1783679157044340.0,2020,Microélectronique Et Automatique (MEA),Oui,,40000.0,Non,40000.0,,,
06/02/2023 10:31,Homme,1789582939685460.0,2022,Microélectronique Et Automatique (MEA),Oui,,36000.0,Non,36000.0,,,
06/02/2023 10:30,Homme,1783800223388210.0,2022,Microélectronique Et Automatique (MEA),Oui,,28000.0,Non,28000.0,,,
06/02/2023 10:24,Femme,1794779368777150.0,2022,Microélectronique Et Automatique (MEA),Oui,,43200.0,Oui,43200.0,,,
06/02/2023 10:22,Homme,1793784815517690.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,31900.0,Oui,36000.0,,,
06/02/2023 10:21,Femme,1789022851620510.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,30000.0,Oui,33000.0,,,
06/02/2023 10:20,Homme,1782392709213450.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,30000.0,Non,30000.0,,,
06/02/2023 10:19,Femme,1975368346993550.0,2022,Microélectronique Et Automatique (MEA),Oui,,37000.0,Oui,37000.0,,,
06/02/2023 10:13,Homme,1789083315570470.0,2020,Microélectronique Et Automatique (MEA),Oui,,44298.0,Oui,46000.0,,,
06/02/2023 10:10,Homme,1907106830172250.0,2020,Microélectronique Et Automatique (MEA),Non,Iranienne,,,,,,
06/02/2023 09:50,Femme,1776102363137030.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,25200.0,Non,25200.0,,,
06/02/2023 09:31,Homme,1782921283593280.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,44000.0,Oui,50000.0,,,
06/02/2023 09:31,Homme,1789078902214180.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,,,
06/02/2023 09:29,Femme,1775417001507990.0,2020,Microélectronique Et Automatique (MEA),Oui,,,,,,,
06/02/2023 09:17,Homme,1882331845956370.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,34800.0,Oui,38515.0,,,
06/02/2023 09:12,Homme,1888459775059930.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
06/02/2023 09:11,Femme,1783101112615370.0,2020,Microélectronique Et Automatique (MEA),Oui,,40000.0,Non,40000.0,32000.0,Non,32000.0
06/02/2023 09:02,Homme,1794332573510870.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,42000.0,Oui,48000.0,35000.0,Non,35000.0
06/02/2023 08:52,Homme,1783483875189310.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,48500.0,Oui,48500.0,,,
06/02/2023 08:39,Homme,1783429150777960.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,38200.0,Non,38200.0,,,
06/02/2023 08:39,Homme,1788410782875900.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,43000.0,Oui,51000.0,,,
06/02/2023 08:37,Homme,1767833242840040.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,36720.0,Oui,37500.0,,,
06/02/2023 08:36,Homme,1789034153473140.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,Oui,,,,
06/02/2023 08:33,Homme,1793841757720070.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
06/02/2023 08:33,Femme,1776167061760460.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,38600.0,Oui,38600.0,,,
06/02/2023 08:33,Femme,1776166903900530.0,2021,Microélectronique Et Automatique (MEA),Oui,,40000.0,Oui,42000.0,,,
06/02/2023 08:30,Homme,1767833604359260.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
06/02/2023 08:29,Homme,1767362598779760.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
06/02/2023 08:27,Homme,1868316566984420.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
06/02/2023 08:25,Homme,1782520458886480.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,32000.0,Non,32000.0,,,
06/02/2023 07:51,Homme,1798760182039930.0,2021,Matériaux (MAT),Oui,,35000.0,Oui,35000.0,,,
06/02/2023 07:05,Homme,1789471677886150.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,31200.0,Non,31200.0,,,
06/02/2023 02:46,Homme,1783103537599530.0,2021,Microélectronique Et Automatique (MEA),Oui,,41000.0,Non,41000.0,36000.0,Non,36000.0
06/02/2023 01:44,Homme,1866816328067050.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,77000.0,Oui,82000.0,,,
06/02/2023 00:34,Femme,1776167060979250.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,63000.0,Non,63000.0,,,
06/02/2023 00:12,Homme,1775789583055560.0,2021,Microélectronique Et Automatique (MEA),Oui,,39000.0,Non,39000.0,36000.0,,36000.0
06/02/2023 00:11,Homme,1782395564911940.0,2020,Microélectronique Et Automatique (MEA),Oui,,38000.0,Non,38000.0,,,
06/02/2023 00:08,Homme,1883558371725110.0,2020,Microélectronique Et Automatique (MEA),Oui,,37850.0,Oui,41000.0,,,
05/02/2023 23:46,Homme,1894680637258410.0,2021,Microélectronique Et Automatique (MEA),Oui,,37500.0,Non,37500.0,32000.0,Non,32000.0
05/02/2023 23:44,Homme,1883551369067360.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,,,,,,
05/02/2023 23:19,Homme,1794043064680300.0,2020,Microélectronique Et Automatique (MEA),Oui,,42000.0,Oui,42000.0,36000.0,Non,36000.0
05/02/2023 23:19,Homme,1868316574718410.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
05/02/2023 20:30,Homme,1776102350314530.0,2022,Matériaux (MAT),Oui,,,,,,,
22/01/2023 10:23,Homme,1876551288977080.0,2020,Matériaux (MAT),Oui,,36000.0,Oui,37500.0,,,
05/02/2023 17:33,Homme,1776106879687360.0,2020,Informatique et Gestion (IG),Oui,,48000.0,Oui,58000.0,,,
04/02/2023 22:13,Homme,1768183507034030.0,2021,Matériaux (MAT),Oui,,26556.0,Non,26556.0,,,
04/02/2023 17:27,Homme,1776551644056160.0,2021,Matériaux (MAT),Oui,,32000.0,Oui,34000.0,,,
04/02/2023 14:50,Homme,1793784760344960.0,2022,Matériaux (MAT),Oui,,20508.0,Non,20508.0,,,
04/02/2023 12:00,Femme,1789245957768710.0,2021,Matériaux (MAT),Oui,,41000.0,Oui,41000.0,,,
04/02/2023 10:35,Homme,1816933895100800.0,2021,Matériaux (MAT),Non,Vénézuélienne,38500.0,Oui,40800.0,,Oui,
04/02/2023 10:21,Homme,1788742470427130.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
04/02/2023 10:19,Femme,1783239826629950.0,2021,Matériaux (MAT),Oui,,35000.0,Oui,36000.0,,,
04/02/2023 08:54,Femme,1789078904469980.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,35000.0,Oui,39000.0,,,
04/02/2023 08:52,Homme,1767651050592520.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,34200.0,Oui,40065.0,41000.0,Non,41000.0
03/02/2023 20:32,Femme,1894439451464820.0,2022,Sciences et Technologies de l'Eau (STE),Non,Camerounaise,,,,,,
03/02/2023 19:43,Homme,1768989255935150.0,2022,Matériaux (MAT),Oui,,40079.0,Non,40079.0,,,
03/02/2023 19:35,Homme,1789357082352010.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
